StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q7_3_TEXT,Q8,Q9,Q9_5_TEXT,Q10,Q11,Q12,Q12_4_TEXT,Q13,Q13_6_TEXT,Q14,Q15,Q15_7_TEXT,Q16,Q16_18_TEXT,Q17,Q18,Q19,Q20
2024-07-30 17:28:59,2024-07-30 17:29:57,IP Address,92.40.111.44,54,58,False,2024-08-06 17:30:05,R_8CqnWVkrLuY4Nkg,,,,,,,anonymous,EN,Agree,Yes,No,,United Kingdom of Great Britain and Northern Ireland,Urban,Clinical,,Yes,,,,,,,,,,,,,,,,,
2024-07-30 20:34:49,2024-07-30 20:36:26,IP Address,24.4.131.71,77,97,False,2024-08-06 20:36:33,R_52A0sDZYb04X9L5,,,,,,,anonymous,EN,Agree,Yes,Yes,Colorado,,Urban,Other,"FY ",Yes,,,,,,,,,,Other,They are all piece of shit,Other,"Piece of shit you morons ",Monthly,Extremely inaccurate (completely unusable),Significant editing (greater than 10 changes),Negatively
2024-07-30 21:47:46,2024-07-30 21:48:42,IP Address,171.76.86.102,31,55,False,2024-08-06 21:48:43,R_4iqcC20u65komQ0,,,,,,,anonymous,EN,Agree,Yes,No,,Hungary,Suburban,Pre-clinical,,No,,,,,,,,,,,,,,,,,
2024-07-30 19:57:18,2024-07-31 04:12:48,IP Address,216.24.177.23,54,29729,False,2024-08-07 04:12:53,R_6wQC8rPO4NpZO5b,,,,,,,anonymous,EN,Agree,Yes,Yes,Alabama,,Rural,Pre-clinical,,Yes,,,,,,,,,,,,,,,,,
2024-08-01 19:32:45,2024-08-01 19:34:12,IP Address,192.24.142.241,77,86,False,2024-08-08 19:34:20,R_3LXa7a8c2gtT5q6,,,,,,,anonymous,EN,Agree,Yes,Yes,Alabama,,Rural,Pre-clinical,,Yes,,,,,,,,,,ChatGPT,,Ask questions about medical management,,A few times/rarely,Extremely inaccurate (completely unusable),Significant editing (greater than 10 changes),Negatively
2024-08-04 09:41:29,2024-08-04 09:42:31,IP Address,188.29.111.72,77,62,False,2024-08-11 09:42:34,R_8Ei10XWHTtunk3Q,,,,,,,anonymous,EN,Agree,Yes,No,,United Kingdom of Great Britain and Northern Ireland,Urban,Clinical,,Yes,,,,,,,,,,"ChatGPT,Google Bard,Bing Chat",,"Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers",,Weekly,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-08-04 12:15:15,2024-08-04 12:15:34,IP Address,129.255.1.116,4,18,False,2024-08-11 12:15:36,R_6oclPhEg8NbWn4Y,,,,,,,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08 23:33:48,2024-08-08 23:34:08,IP Address,102.89.22.96,12,20,False,2024-08-15 23:34:11,R_2q0prftjdQYbCOR,,,,,,,anonymous,EN,Agree,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
2024-08-09 07:28:43,2024-08-09 07:29:18,IP Address,98.207.135.51,54,34,False,2024-08-16 07:29:21,R_72u3xm4isqAh7ee,,,,,,,anonymous,EN,Agree,Yes,Yes,California,,Rural,Pre-clinical,,Yes,,,,,,,,,,,,,,,,,
2024-08-23 10:53:40,2024-08-23 10:55:34,IP Address,74.87.37.106,100,114,True,2024-08-23 10:55:35,R_7CV4HoPXoPJkFey,,,,,33.7188,-118.0033,anonymous,EN,Agree,Yes,Yes,Arizona,,Urban,Clinical,,Yes,"Concerns about accuracy,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Female,,Other,middle eastern,No,ChatGPT,,"Studying: Answer questions about topics,Summarize research papers,Write manuscripts,Write clinical or academic presentations",,Weekly,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-08-24 13:11:24,2024-08-24 13:11:40,IP Address,174.194.192.47,100,15,True,2024-08-24 13:11:41,R_3KDwqllOjYHOsNe,,,,,37.7906,-122.2412,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19 14:43:17,2024-08-20 00:40:43,IP Address,185.107.56.35,54,35845,False,2024-08-27 00:40:44,R_8VXNe1P6DbqTyMx,,,,,,,anonymous,EN,Agree,Yes,No,,Nigeria,Urban,Clinical,,Yes,,,,,,,,,,,,,,,,,
2024-08-27 15:57:12,2024-08-27 15:59:36,IP Address,69.181.47.48,100,143,True,2024-08-27 15:59:37,R_7saAyqdXCIRVe48,,,,,37.7441,-122.48,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat likely,,Male,,"Black or African American,Other",Persian,No,ChatGPT,,"Generate differential diagnoses,Ask questions about medical management,Generate response to a patient (email/letter/text),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts",,Weekly,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-08-27 16:07:14,2024-08-27 16:08:53,IP Address,76.86.168.65,100,99,True,2024-08-27 16:08:54,R_6B7aktCYQRBwdQl,,,,,33.9277,-118.2034,anonymous,EN,Agree,Yes,Yes,California,,Urban,Pre-clinical,,Yes,Concerns about accuracy,,Extremely likely,,Female,,White or Caucasian,,Yes,ChatGPT,,"Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers",,Weekly,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-08-27 17:12:30,2024-08-27 17:14:03,IP Address,128.218.42.190,100,93,True,2024-08-27 17:14:04,R_6pmU54lknCoC9b9,,,,,37.7562,-122.4866,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias",,Somewhat likely,,Female,,Black or African American,,No,ChatGPT,,Studying: Answer questions about topics,,Weekly,Somewhat accurate (a few mistakes),No editing,Positively
2024-08-27 19:40:33,2024-08-27 19:42:21,IP Address,172.58.211.241,100,108,True,2024-08-27 19:42:21,R_3wwhrId6KyFkzAt,,,,,33.9484,-118.2493,anonymous,EN,Agree,Yes,Yes,California,,Urban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Male,,Other,Latino,Yes,ChatGPT,,"Summarize EHR notes,Write EHR notes (medical record documentation),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write clinical or academic presentations,Create marketing/advertising content (website/print/email/social)",,Daily,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-08-28 07:07:26,2024-08-28 07:09:30,IP Address,50.107.65.255,100,124,True,2024-08-28 07:09:31,R_6c2fieHyURVST6Y,,,,,42.2726,-84.1901,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy",,Somewhat likely,,Female,,White or Caucasian,,No,ChatGPT,,"Generate differential diagnoses,Ask questions about medical management,Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources)",,Monthly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Minimal editing (less than 5 changes),Positively
2024-08-27 16:37:03,2024-08-28 08:14:07,IP Address,206.117.32.2,100,56223,True,2024-08-28 08:14:08,R_5DIJlQZHAFEIRVT,,,,,33.9322,-118.2488,anonymous,EN,Agree,Yes,Yes,California,,Urban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias",,Somewhat likely,,Male,,Black or African American,,Yes,ChatGPT,,"Generate/identify photographs to help with diagnosis,Ask questions about medical management,Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards",,Weekly,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-08-29 10:52:45,2024-08-29 10:55:06,IP Address,172.58.151.70,100,141,True,2024-08-29 10:55:07,R_1NyTeFoGZLPkTm7,,,,,36.0571,-86.6729,anonymous,EN,Agree,Yes,Yes,Tennessee,,Urban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat unlikely,,Male,,Asian,,No,ChatGPT,,"Studying: Answer questions about topics,Studying: Generate practice questions/flashcards,Create marketing/advertising content (website/print/email/social)",,A few times/rarely,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-08-29 14:53:37,2024-08-29 14:54:54,IP Address,104.28.76.92,100,76,True,2024-08-29 14:54:54,R_7TvdQVpTi7NDlW9,,,,,41.8874,-87.6318,anonymous,EN,Agree,Yes,Yes,Tennessee,,Urban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat unlikely,,Female,,Black or African American,,No,"ChatGPT,Google Bard",,"Studying: Answer questions about topics,Studying: Generate practice questions/flashcards",,Monthly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Significant editing (greater than 10 changes),No impact
2024-08-29 15:54:43,2024-08-29 15:56:48,IP Address,174.49.32.81,100,125,True,2024-08-29 15:56:49,R_3fOTEIBWJIr5pv1,,,,,36.1868,-86.5067,anonymous,EN,Agree,Yes,Yes,Tennessee,,Urban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat unlikely,,Female,,White or Caucasian,,No,ChatGPT,,Studying: Answer questions about topics,,A few times/rarely,Somewhat inaccurate (too many mistakes to use in most cases),Significant editing (greater than 10 changes),No impact
2024-08-27 16:08:33,2024-08-27 16:15:48,IP Address,76.32.104.175,54,434,False,2024-09-03 16:15:50,R_52SXgklUwVzGZAB,,,,,,,anonymous,EN,Agree,Yes,Yes,California,,Urban,Pre-clinical,,Yes,,,,,,,,,,,,,,,,,
